table.gene_name,table.logFC,table.logCPM,table.F,table.PValue,table.FDR,adjust.method,comparison,test
M02E1.1,1.5263000685939794,5.99729592425145,8.859922301515867,0.01126268504060675,0.04121864945634612,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C17E4.20,1.6152262857437163,6.220894958337199,8.857475202416651,0.011271392656961355,0.041227047468806594,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K07C5.6,1.5493021484573646,9.018317412568923,8.839261353766766,0.011336452838581663,0.04136610308798234,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y69A2AR.1,1.767251107857337,8.369314070662785,8.829352514879526,0.011372032628709648,0.04143303629065027,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mbtr-1,2.0382725538801987,6.574168357603309,8.822534834483003,0.011396589144849648,0.0414762154552527,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
elt-7,4.120011269608319,0.9706615208970012,8.817781538557123,0.011413746839317404,0.04151551705509935,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ada-2,1.5407374778383496,7.262068520728229,8.795347928951617,0.0114951348482025,0.04167225731477742,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
orc-3,1.647476228876378,7.324915114471482,8.790790034539931,0.011511753884781359,0.0417093457900874,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
fbxa-65,1.9561479374072996,4.755831003448532,8.784486417737295,0.011534784728722242,0.041746457590813475,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ung-1,1.7493543589281417,6.7843175453258535,8.775591467981462,0.011567375398430578,0.041841215499364676,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F15B10.3,2.5258112187220783,3.6290866353578553,8.757659134249371,0.011633408097263716,0.041987021264253625,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK1127.6,2.2303738879883284,5.022772201566748,8.752110401803433,0.011653929989870105,0.042031275734670796,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T07C4.3,2.025585808430333,8.605271071386236,8.74509290503667,0.011679945026363275,0.04207321746396038,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cgef-1,1.9340962435395601,5.563047126898173,8.744252042780753,0.01168306681913925,0.04207321746396038,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
isw-1,2.014132187833504,9.759683409240854,8.716389004007532,0.011787068036519695,0.04230701013304455,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
syx-6,1.8900653143347887,4.899665054905212,8.714716224712042,0.011793346368837658,0.04230701013304455,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
arf-1.2,2.4784692134255044,7.97856773103223,8.70648394063871,0.011824301370329426,0.04234825213761976,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
wdr-5.1,1.7007374870592895,8.37000938963985,8.686023084704454,0.01190165264771887,0.0425552519917615,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
nck-1,2.801376293949468,6.549351550656461,8.65067914316295,0.012036674013555302,0.042920504988805334,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K04F10.7,1.6253790013281555,7.811843693623649,8.639951248393189,0.012078012402535476,0.04304440118785706,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F56F4.8,4.366738377833016,0.8711189040579043,8.62803326447107,0.012124132413624337,0.04315849249553477,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ncs-2,2.322084760141445,5.2225424230874875,8.594326398076824,0.012255695416048895,0.04348773661488219,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gsr-1,1.7029849849177152,8.886078763315822,8.574130921893154,0.012335325200648006,0.043699044077607614,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
usp-39,1.616382991344705,7.404505940743557,8.560835335632591,0.01238808105823666,0.043814616050502256,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F40F4.7,2.673741799007767,6.738552419481462,8.543709051284715,0.012456428165488979,0.04392746832142108,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F16A11.1,2.1608405369702464,7.936647229168812,8.538994430161734,0.012475320885010101,0.04392746832142108,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
add-2,1.727833968637988,6.191393277942211,8.537693186837764,0.012480541236979033,0.04392746832142108,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ergo-1,1.8586263678135146,10.093424268343568,8.530019600879777,0.012511378542715498,0.04396137580136472,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mis-12,1.5512478490107138,7.472903435535576,8.508623495383379,0.01259783576126793,0.044197350717527305,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F12F6.1,1.7739779077573712,8.86869540953229,8.505669461316108,0.012609827494092724,0.044215662571928785,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F34H10.3,2.922566184046997,4.016333777316901,8.499455348922664,0.012635097160548867,0.0442567324899268,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
W02D7.5,1.6211817684345367,5.01632096502568,8.492485432425084,0.012663511165612642,0.04430607138157443,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rbm-22,1.8783833625887614,8.353086187501376,8.487217761484294,0.012685035534392009,0.04430607138157443,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gld-4,1.8378020817671321,9.55234957406486,8.470508546474255,0.012753596649169722,0.0445046673022069,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
algn-12,1.8351422616087223,7.985324535519749,8.467297584650904,0.012766821693229185,0.04452701860849004,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
idh-2,1.605815540144981,6.6262572771403,8.42156300421717,0.012956951002656758,0.04499783675337552,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tpk-1,2.694080869112995,4.204592056270046,8.41959674827443,0.012965199544778308,0.045002545363029015,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T24B8.3,2.3850238345244463,4.999429931550626,8.396188590696994,0.013063873761581567,0.045272840652529754,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ccm-3,1.82023973742332,7.322733234819156,8.389436181665408,0.013092501632265907,0.04534745549832596,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
npp-4,2.2580172365519946,7.329979048969938,8.375912351770113,0.013150060104462364,0.04549906858613396,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
npp-23,1.533117394361316,7.57682215396974,8.365916839049456,0.013192793067562538,0.04561122621523655,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
R05H5.3,1.7622435184985716,9.720787124847087,8.365063790363525,0.013196447590838083,0.04561122621523655,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
prp-19,2.2335344031830178,9.261644720647185,8.354005531489358,0.013243929891286524,0.045726926631522856,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
T03F6.3,2.094549947713515,8.513475024743919,8.325723530895267,0.013366284935331813,0.04604727893175044,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ZK858.6,1.8307499721289588,9.236602333096258,8.309753489769989,0.013435962503342754,0.04624322571656555,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
wdr-5.3,1.565265018556717,6.491525701349538,8.305189242721601,0.013455954823615394,0.04628763384793726,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
F41G3.6,1.7040829443995085,8.518096572845575,8.267675072152448,0.013621606787907338,0.046734351402126645,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K10B3.5,2.112795121876246,5.692108993307169,8.26184697378547,0.013647556744205014,0.04679879095741309,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cyb-1,2.3545466973396,10.599763678592598,8.259600113951583,0.013657576548667562,0.04680856550459345,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
swsn-6,2.382002466501362,8.345951754414271,8.257249387129466,0.013668068808198873,0.04681994818926046,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lido-7,1.7744767822584155,5.527793687350024,8.250857918671734,0.01369664452693537,0.04686865414903618,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
syx-4,1.674929253381733,6.53308228690603,8.242506366817258,0.013734089587026278,0.0469721691533235,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
dpf-7,1.5950138127459272,7.030640542162034,8.240683835901443,0.013742277094303148,0.046975563952201704,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ppm-1.D,1.6105242651810692,7.684285621160617,8.232174566570956,0.013780580056900494,0.04705722133446826,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ape-1,1.76236474050092,9.388526760504922,8.226031918648623,0.013808308152938679,0.04712725767409129,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
pct-1,1.6437913326117433,7.820087251074826,8.222929495719455,0.013822337524370948,0.047150492004502574,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
tbx-36,1.5834522993190878,6.593849395293208,8.212041198038852,0.013871708026772149,0.04722981407442659,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
C53D5.1,1.616797108596357,6.243829581866975,8.2033322240673,0.013911346244907372,0.04727860738781503,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mtch-1,1.8572634879976202,8.79780060498377,8.178617485528203,0.014024561151424766,0.047566940133845353,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mtm-3,1.891571531850412,9.4491830647932,8.174042850839118,0.014045635642354245,0.047613683857181135,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
akt-1,2.1247814419627944,8.834029643561049,8.168266489379276,0.014072299511744709,0.04764052886710877,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
ztf-11,1.576068781082931,4.840560346063908,8.157884884298825,0.014120371180561536,0.047693690345517986,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
mpst-3,1.9727009810134686,4.939593285042599,8.14520739654551,0.014179336120732283,0.047799996470829144,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K04G2.10,1.528975367040152,6.616205860117625,8.128687333648378,0.014256608764974175,0.04798010238480226,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
wdr-4,2.090396662960902,8.930965883432327,8.109695388413074,0.0143460566980894,0.04813227347473057,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
prpf-4,1.6967688123526101,8.483003169841945,8.09350869089637,0.014422814132224515,0.0483412947619957,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
aak-2,2.1249391378563045,6.554272875750629,8.082120768797443,0.014477105396669833,0.04842265426990642,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
rpb-7,1.8413868002261848,7.769860553770022,8.063932979169314,0.014564314237456084,0.04863959470913083,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
gex-2,1.9115252846872564,7.728725995341588,8.057715269122964,0.01459426930101726,0.04871471588258777,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cul-5,1.8006039504552032,7.316982595903247,8.045435947182591,0.014653640649185182,0.04883798866693724,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
cam-1,1.7537195557567529,8.522639170016365,8.041237475511256,0.0146740057190167,0.04888090986707145,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
Y39G8B.2,1.8315897254210616,5.432916058742682,8.038742953980979,0.014686121397402099,0.04889632157248256,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
inx-2,1.5919120531799698,7.381269720899088,8.029847923190356,0.014729419745653735,0.04894065217270903,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
lmn-1,2.483895354969865,9.52215713658714,8.024957464713898,0.014753289035507686,0.048970119020248955,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
actl-1,2.3830585758611393,4.250492373774166,7.995211099531835,0.014899459271399868,0.04926111888396778,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
efl-1,2.2475244776235854,7.672043579179078,7.986733866880578,0.014941427071533706,0.049343741704624966,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
eri-1,1.5376086234998028,7.749919036570742,7.950665089459458,0.01512155363685059,0.04978321499978202,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
disl-2,1.7907601116502325,7.268954984764137,7.946791986850622,0.015141047379210461,0.04978321499978202,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
madd-3,2.2933684487515205,6.162627633641191,7.9392731802916074,0.015178974863493795,0.04983418141139947,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
K02C4.3,1.8064220246249798,9.535564768451726,7.938768124501063,0.015181526547292625,0.04983418141139947,BH,-1*onecell.Ribo 1*onecell.RNA 1*twocell.Ribo -1*twocell.RNA,glm
